UID;GUID;element;exit_codes;result_id;start;end;type
C8D03D7A-1B68-48E3-B13C-61354C249A31;00000000-0000-0004-9353-431485271449;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4819|4722|5999|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|391|397|12|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-24 09:24:32;2017-01-24 09:25:44;1.0
CE6C3C44-1B0E-4664-9818-D0040EC17528;00000000-0000-0004-9014-781484669272;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|5502|5428|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|54|397|332|397|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-17 10:07:58;2017-01-17 10:08:27;2.0
D2179EFF-F83E-41EF-B34E-6F8EE31BA346;00000000-0000-0008-1632-011493059375;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|3249|3267|990|231|4864|1877|4880|111|4860|101|4872|5423|1560|1512|1589|216|4692|5277|5280|1531|5281|393|4284|4885|4693|2478|4432|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5852|4275|4273|5977|4719|5609|996|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|491|378|397|401|397|28|580|218|397|332|397|121|397|397|397|397|397|67|515|580|397|415|21|249|214|215|397|218|397|397|397|397|483|397|397|142|483|483|560|397|566|397|516|516|397|566|397|491|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-04-24 13:42:59;2017-04-24 13:44:26;1.0
D5943656-3EC6-43F9-9952-2B80A56456C3;00000000-0000-0008-4532-161485381252;6114|421|2814|1478|2040|3563|3621|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|5497|5005|4849|4861|5430|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|1883|4968|2828|4862|4848|5420|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|1839|4590|936|5441|5442|211|208|215|205|4863|3249|3267|990|231|4864|4692|5277|5280|1531|5281|393|398|392|397|5427|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|491|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|465|218|489|397|231|332|560|560|256|397|580|397|397|218|295|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|580|491|397|397|491|332|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|332|397|174|426|397|397|553|553|397|397|491|378|397|401|397|28|67|515|580|397|415|12|397|579|397|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-25 15:54:36;2017-01-25 15:55:48;0.0
D600141E-80E0-4A18-9A39-CC967B3DB14B;00000000-0000-0008-1097-071484933477;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|4848|5498|4865|5424|2041|1846|4873|5043|5499|2045|1846|4873|5044|4874|506|4888|1840|4883|4858|3136|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|1841|2482|5428|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|491|218|397|491|397|466|397|139|397|397|466|397|288|397|139|0|491|397|366|580|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|342|397|306|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-20 11:31:23;2017-01-20 11:32:46;0.0
D6978336-7904-4CCA-A5C4-EFEE2E7456E4;00000000-0000-0008-4511-881485901349;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|5476|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4884|1832|4945|5895|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|33|397|397|560|397|220|491|299|465|465|218|489|465|121|397|397|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-31 16:22:50;2017-01-31 16:23:43;2.0
DA9CF6CC-56E3-4BEA-8C11-BFC6C903F3F8;00000000-0000-0005-5530-881484002809;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-09 17:00:31;2017-01-09 17:01:19;2.0
E09E7BDE-B59E-4FAE-B00C-3643C6FFA30A;00000000-0000-0008-2296-351486507915;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|4887|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|5497|5005|4849|4861|5430|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|1883|4968|2828|4862|4848|5420|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4819|4722|5999|5158|1829|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|560|218|507|320|397|560|397|294|491|299|465|465|218|489|397|231|332|560|560|256|397|580|397|397|218|295|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|580|491|397|397|491|332|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|466|397|12|397|0|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|2|1;2017-02-07 16:52:01;2017-02-07 16:53:18;0.0
E1496CB9-2734-4ACC-A7D4-A66B2D255B93;00000000-0000-0008-2341-481489168054;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|1829|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|0|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|2|1;2017-03-10 11:47:39;2017-03-10 11:47:47;0.0
E1C40996-5DB8-4904-B9D1-439879BE0069;00000000-0000-0008-1300-781488490461;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|219|5477|1400|217|1562|207|1868|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|242|4869|463|2828|4862|5497|5005|4849|4861|5430|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|4191|5535|3870|4591|3554|5284|4572|3852|4728|5107|5441|5442|211|208|215|205|4863|1883|3249|3267|990|231|4864|4692|5277|5280|1531|5281|393|4284|4326|5654|4406|5397|4261|5396|5559|4283|5173|4550|5174|4486|6055|5085|1908|626|6056|5677|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|553|553|397|397|397|511|507|320|397|560|397|294|491|299|465|465|218|489|397|231|332|560|560|54|397|218|218|397|580|397|397|218|295|397|43|397|397|301|125|560|574|574|397|328|483|551|397|301|43|397|397|516|301|122|397|397|397|553|553|397|397|580|580|378|397|401|397|28|67|515|580|397|415|21|11|580|397|280|397|280|397|397|415|560|415|560|263|397|397|415|491|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|85|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-03-02 15:34:43;2017-03-02 15:35:46;2.0
E29CCBB6-37E6-4E34-864E-B239866F8C32;00000000-0000-0008-1225-881485442197;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-26 08:50:20;2017-01-26 08:51:26;2.0
E5DE54D8-1CF9-488B-9780-544B2F246D8F;00000000-0000-0005-4232-291491235459;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|2672|5436|4886|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|272|218|397|120|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-04-03 11:04:34;2017-04-03 11:04:54;1.0
E74D1ABD-D988-4F5D-8303-B53528326967;00000000-0000-0005-2542-851484603751;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4878|5480|3626|966|3343|4867|1853|4853|5422|4877|4882|2001|2816|4884|1835|3597|986|3111|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|397|299|397|332|560|560|189|397|218|397|332|332|560|465|236|397|397|299|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-16 15:56:12;2017-01-16 15:57:00;2.0
EBE4158E-7BB0-4E8B-85DA-C5C68E00811A;00000000-0000-0008-1557-121484868582;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5476|1489|2020|1849|80|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5005|4849|4861|5882|4589|935|4870|1408|3833|3834|1839|4590|936|5441|5442|211|208|215|205|4863|3249|3267|990|231|4864|4880|111|4860|101|4872|5423|1560|1512|1589|216|5023|1833|3597|986|3110|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|507|397|397|560|397|220|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|553|397|218|221|397|174|397|125|560|574|574|397|174|426|397|397|553|553|397|397|491|378|397|401|397|221|218|397|332|397|121|397|397|397|397|410|397|397|397|121|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-19 17:29:58;2017-01-19 17:31:06;0.0
EC90C85B-D96E-40BB-9131-5ECAE4896E27;00000000-0000-0005-4604-751483976302;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4888|1840|4883|4859|5050|3138|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|0|491|397|474|580|397|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-09 09:38:45;2017-01-09 09:39:27;2.0
F56F88D9-3DE0-4A55-AA31-BFAEA42863D6;00000000-0000-0005-4355-471483997468;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|4818|4117|4775|5170|4725|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|579|397|483|483|397|579|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-09 15:31:25;2017-01-09 15:32:39;2.0
F81C5848-61EA-4320-99E0-818C7F05BA77;00000000-0000-0008-1217-571494865850;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|1829|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|0|397|328|249|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|2|1;2017-05-15 11:31:11;2017-05-15 11:31:16;0.0
FC1CBCAF-9242-4A65-8009-04270ADD64E4;00000000-0000-0005-2554-821484769955;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|3625|965|3342|4866|2828|4862|4848|5498|4865|5424|2041|4876|5485|5257|831|4868|5024|1847|1180|210|5495|5005|4849|4861|5882|4589|5743|3849|3851|4870|1408|3833|3834|1839|4590|4467|5653|3870|3858|4592|936|5441|5442|211|4851|4850|5042|4106|44|4885|4693|5671|2457|6101|5158|4257|5289|2018|4778|4774|4436|3254|5851|4776|5977|4719|5609|996|986|3110|4594|3853|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|231|332|560|560|256|397|491|218|397|491|397|397|326|397|491|426|128|397|397|397|482|397|397|218|208|397|43|397|397|301|125|560|574|574|397|328|579|397|133|301|43|426|397|397|507|129|218|397|507|397|214|215|397|397|397|397|483|397|397|142|483|483|560|397|483|397|123|397|491|121|397|328|301|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-01-18 14:06:19;2017-01-18 14:07:23;0.0
FDD8DD45-1955-42BE-A872-461CEF66015A;00000000-0000-0008-2146-471486074838;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|4881|2672|5436|4886|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|397|272|218|397|120|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1;2017-02-02 16:34:04;2017-02-02 16:34:17;2.0
FEB5763A-C360-483B-89BA-933E3FB86A9C;00000000-0000-0008-6581-681494262784;6114|421|2814|1478|2040|3563|3622|1850|1032|2011|1487|77|212|5479|1398|5478|1562|207|1868|1489|2020|1849|80|5273|1168|2673|3509|1169|4879|4588|3081|1829|4594|2815|419|4892;489|397|397|397|218|580|465|397|218|397|397|77|482|397|397|397|511|507|320|397|560|397|206|415|491|299|465|465|218|489|0|397|174|397|0|397;1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|2|1;2017-05-08 11:59:49;2017-05-08 12:00:03;0.0
